id,hic_lab_or,hic_tp_pct,hic_tp_cat,hic_tp_num,hic_p_tn,hic_np_tn,hic_pp_tn,area_ha,id_pk,HIC_1,HIC_2,hic_num_t,HIC_3,HIC_4,HIC_5,HIC_6,area_m2,NOMBRE_HUM,COD_IHA
164565,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,130.830000000940629,861828,1520_38,13101_10,2,,,,,130.930,Saladar del Margen,IHA614009
478287,"62201_14,62200_13,53306_12","6220_27,5330_12","6220*,5330",2,1,1,0,4319.485000009999567,563594,62201_14,62200_13,3,53306_12,,,,995.360,Cañada de las Norias,IHA611005
488758,"62201_27,53303_25,1430_5","5330_25,6220_27,1430_5","5330,6220*,1430",3,1,2,0,250.060000000798624,402590,62201_27,53303_25,3,1430_5,,,,250.258,Cola del Embalse del Negratín,IHA614010
79863,"62201_27,53305_24,53304_24,1430_5","6220_27,5330_48,1430_5","6220*,5330,1430",3,1,2,0,366.545000001824235,526542,62201_27,53305_24,4,53304_24,1430_5,,,366.740,Salar de los Canos,IHA611018
25731,62201_72,6220_72,6220*,1,1,0,0,289.759999999599529,484801,62201_72,,1,,,,,289.912,Salar de los Canos,IHA611018
159555,1430_65,1430_65,"1430",1,0,1,0,3556.139999999999873,351509,1430_65,,1,,,,,3558.985,Albufera Nueva,IHA611008
168427,2210_75,2210_75,"2210",1,0,1,1,3264.550000000000182,271403,2210_75,,1,,,,,3267.083,Salinas de Cerrillos,IHA611004
141787,14200_0,1420_0,"1420",1,0,1,0,826.225000005582046,287615,14200_0,,1,,,,,826.795,Rambla Morales,IHA611003
18355,"62201_72,1430_65","6220_72,1430_65","6220*,1430",2,1,1,0,3870.435000009999840,567172,62201_72,1430_65,2,,,,,3873.499,Cola del Embalse del Negratín,IHA614010
173374,"22600_35,2210_25","2260_35,2210_25","2260,2210",2,0,2,2,329.460000000647256,193716,22600_35,2210_25,2,,,,,329.718,Salinas de Cerrillos,IHA611004
883,"62201_72,1520_12","6220_72,1520_12","6220*,1520*",2,2,0,0,1011971.604999999981374,864924,62201_72,1520_12,2,,,,,7070.376,Barranco del Agua,IHA614023
885,"62201_72,1520_38","6220_72,1520_38","6220*,1520*",2,2,0,0,596424.534999999916181,865165,62201_72,1520_38,2,,,,,367923.060,Barranco del Agua,IHA614023
524426,"62201_72,13101_5","1310_5,6220_72","1310,6220*",2,1,1,0,235.094999998809101,695706,62201_72,13101_5,2,,,,,235.275,Barranco del Agua,IHA614023
164579,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,157.414999999084955,861963,1520_38,13101_10,2,,,,,157.536,Saladar del Margen,IHA614009
160168,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,70.149999999417929,861966,1520_38,13101_10,2,,,,,70.204,Saladar del Margen,IHA614009
164566,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,124.820000000590227,862067,1520_38,13101_10,2,,,,,124.916,Saladar del Margen,IHA614009
776336,92D00_100,92D0_100,"92D0",1,0,1,0,152.560000001206049,43754,92D00_100,,1,,,,,152.680,Cañada de las Norias,IHA611005
242452,52200_100,5220_100,5220*,1,1,0,0,102.474999998995926,813637,52200_100,,1,,,,,102.556,Cañada de las Norias,IHA611005
2184,1520_38,1520_38,1520*,1,1,0,0,51.419999999722933,862008,1520_38,,1,,,,,51.459,Barranco del Agua,IHA614023
172956,22600_25,2260_25,"2260",1,0,1,1,306.170000001637959,261254,22600_25,,1,,,,,306.382,Rambla Morales,IHA611003
170821,22600_0,2260_0,"2260",1,0,1,1,2934.054999999999836,305246,22600_0,,1,,,,,2936.081,Rambla Morales,IHA611003
356106,"62200_25,53306_12","6220_25,5330_12","6220*,5330",2,1,1,0,1359.125000000000000,534510,62200_25,53306_12,2,,,,,821.682,Cañada de las Norias,IHA611005
348056,"62200_100,62201_100",6220_100,6220*,1,1,0,0,1315.079999999999927,606211,62200_100,62201_100,2,,,,,1315.777,Salar de los Canos,IHA611018
163538,1520_12,1520_12,1520*,1,1,0,0,179.200000000256125,864394,1520_12,,1,,,,,179.337,Barranco del Agua,IHA614023
157494,"14201_100,14101_100","1410_100,1420_100","1410,1420",2,0,2,0,238.659999996689209,4649,14201_100,14101_100,2,,,,,238.843,Saladar del Margen,IHA614009
139894,13101_25,1310_25,"1310",1,0,1,0,239.089999991349146,365190,13101_25,,1,,,,,239.275,Saladar del Margen,IHA614009
137154,1210_60,1210_60,"1210",1,0,1,0,1073.715000019999934,124385,1210_60,,1,,,,,1074.574,Albufera Nueva,IHA611008
804701,92D00_75,92D0_75,"92D0",1,0,1,0,646.070000002458642,75309,92D00_75,,1,,,,,646.571,Laguna de la Gravera,IHA611002
164220,1520_38,1520_38,1520*,1,1,0,0,152.794999998814887,863781,1520_38,,1,,,,,152.912,Saladar del Margen,IHA614009
150477,14200_25,1420_25,"1420",1,0,1,0,2868.940000000000055,129209,14200_25,,1,,,,,2871.198,Charcones de Punta Entinas,IHA611001
153932,14200_75,1420_75,"1420",1,0,1,0,412.430000001906876,149795,14200_75,,1,,,,,412.750,Laguna de la Gravera,IHA611002
168407,"2210_55,14200_1","2210_55,1420_1","2210,1420",2,0,2,1,6423.045000000000073,150790,2210_55,14200_1,2,,,,,6428.033,Salinas de Cerrillos,IHA611004
36450,14200_100,1420_100,"1420",1,0,1,0,271.629999996161814,129776,14200_100,,1,,,,,271.816,Salinas de Cabo de Gata,IHA611009
514690,62201_72,6220_72,6220*,1,1,0,0,1849.289999999999964,737092,62201_72,,1,,,,,1850.283,Río Antas,IHA611017
492642,"62201_27,53305_24,53304_24","5330_48,6220_27","5330,6220*",2,1,1,0,595.899999997729992,631883,62201_27,53305_24,3,53304_24,,,,596.217,Salar de los Canos,IHA611018
33986,13100_100,1310_100,"1310",1,0,1,0,420.199999999243289,314283,13100_100,,1,,,,,420.526,Laguna de la Gravera,IHA611002
164120,1520_38,1520_38,1520*,1,1,0,0,85.129999999988939,863947,1520_38,,1,,,,,85.197,Cola del Embalse del Negratín,IHA614010
164391,1520_38,1520_38,1520*,1,1,0,0,85.799999999598356,863988,1520_38,,1,,,,,85.866,Barranco del Agua,IHA614023
141789,14200_0,1420_0,"1420",1,0,1,0,1681.545000000000073,306294,14200_0,,1,,,,,1682.705,Rambla Morales,IHA611003
156415,14200_84,1420_84,"1420",1,0,1,0,274.539999995703113,31296,14200_84,,1,,,,,274.754,Salinas de Cerrillos,IHA611004
84494,62201_72,6220_72,6220*,1,1,0,0,183.935000000920837,665400,62201_72,,1,,,,,184.076,Barranco del Agua,IHA614023
182682,"31401_100,14100_38","1410_38,3140_100","1410,3140",2,0,2,0,99.950000002645567,293277,31401_100,14100_38,2,,,,,100.030,Albufera Nueva,IHA611008
793783,"92D00_100,6420_5,40901_5","4090_5,6420_5,92D0_100","4090,6420,92D0",3,0,3,0,1677.975000010000031,35909,92D00_100,6420_5,3,40901_5,,,,1679.307,Cola del Embalse del Negratín,IHA614010
121035,92D00_100,92D0_100,"92D0",1,0,1,0,2575.380000000000109,109803,92D00_100,,1,,,,,2577.409,Cañada de las Norias,IHA611005
153949,14200_75,1420_75,"1420",1,0,1,0,144.420000000596019,134286,14200_75,,1,,,,,144.519,Salinas de Cabo de Gata,IHA611009
153908,14200_75,1420_75,"1420",1,0,1,0,4453.774999989999742,274835,14200_75,,1,,,,,4457.244,Salinas de Cerrillos,IHA611004
157737,"14201_50,14101_30","1410_30,1420_50","1410,1420",2,0,2,0,3365.275000009999985,223429,14201_50,14101_30,2,,,,,3367.865,Saladar del Margen,IHA614009
162849,1520_12,1520_12,1520*,1,1,0,0,20730.119999999998981,863792,1520_12,,1,,,,,20741.138,Salar de los Canos,IHA611018
153895,14200_75,1420_75,"1420",1,0,1,0,1904.194999999999936,249384,14200_75,,1,,,,,1905.695,Charcones de Punta Entinas,IHA611001
35587,"1150_100,14200_84","1420_84,1150_100","1420,1150*",2,1,1,0,76.985000000833537,839388,1150_100,14200_84,2,,,,,77.045,Salinas de Cerrillos,IHA611004
146622,"14200_100,1150_100","1150_100,1420_100","1150*,1420",2,1,1,0,649.870000000747382,839348,14200_100,1150_100,2,,,,,650.377,Salinas de Cerrillos,IHA611004
152037,14200_50,1420_50,"1420",1,0,1,0,3881.139999989999978,30646,14200_50,,1,,,,,3884.165,Salinas de Cerrillos,IHA611004
38158,2230_50,2230_50,"2230",1,0,1,1,568.249999995870098,30804,2230_50,,1,,,,,568.698,Charcones de Punta Entinas,IHA611001
86248,"62201_72,1520_38,1430_15","6220_72,1430_15,1520_38","6220*,1430,1520*",3,2,1,0,287.734999998546016,870522,62201_72,1520_38,3,1430_15,,,,287.955,Barranco del Agua,IHA614023
18444,"62201_72,1520_54","1520_54,6220_72","1520*,6220*",2,2,0,0,75.499999998993019,869007,62201_72,1520_54,2,,,,,75.558,Saladar del Margen,IHA614009
164227,1520_38,1520_38,1520*,1,1,0,0,61.470000001108282,864094,1520_38,,1,,,,,61.517,Saladar del Margen,IHA614009
152013,14200_50,1420_50,"1420",1,0,1,0,8919.070000039999286,102083,14200_50,,1,,,,,8926.089,Charcones de Punta Entinas,IHA611001
152287,1520_12,1520_12,1520*,1,1,0,0,529.220000003756695,862571,1520_12,,1,,,,,529.627,Saladar del Margen,IHA614009
156340,"1520_12,13101_10","1520_12,1310_10","1520*,1310",2,1,1,0,71.400000000174629,864244,1520_12,13101_10,2,,,,,71.455,Saladar del Margen,IHA614009
87870,"62201_72,40901_50,62200_25,1430_5","4090_50,6220_97,1430_5","4090,6220*,1430",3,1,2,0,1228.920000009999967,721918,62201_72,40901_50,4,62200_25,1430_5,,,1229.895,Cola del Embalse del Negratín,IHA614010
164562,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,307.485000001974356,864286,1520_38,13101_10,2,,,,,307.722,Saladar del Margen,IHA614009
17559,14200_75,1420_75,"1420",1,0,1,0,319.350000000075624,318137,14200_75,,1,,,,,319.600,Salinas de Cerrillos,IHA611004
506946,62201_72,6220_72,6220*,1,1,0,0,327.740000001288081,764551,62201_72,,1,,,,,328.000,Cola del Embalse del Negratín,IHA614010
145705,14200_100,1420_100,"1420",1,0,1,0,96.710000001904547,306975,14200_100,,1,,,,,96.786,Salinas de Cerrillos,IHA611004
184044,3250_20,3250_20,"3250",1,0,1,0,2719.219999989999906,283690,3250_20,,1,,,,,2721.082,Salinas de Cabo de Gata,IHA611009
168344,2210_12,2210_12,"2210",1,0,1,1,900.449999992773428,310316,2210_12,,1,,,,,901.170,Albufera Nueva,IHA611008
78622,"62201_27,52200_25","5220_25,6220_27","5220*,6220*",2,2,0,0,203.939999998630952,823207,62201_27,52200_25,2,,,,,204.048,Salar de los Canos,IHA611018
35821,1150_100,1150_100,1150*,1,1,0,0,1529944.197170000057667,838822,1150_100,,1,,,,,1531150.926,Charcones de Punta Entinas,IHA611001
22,1150_100,1150_100,1150*,1,1,0,0,4120253.795000000391155,839053,1150_100,,1,,,,,4123461.904,Salinas de Cerrillos,IHA611004
34690,"13100_100,1150_100","1310_100,1150_100","1310,1150*",2,1,1,0,2282.440000000000055,839069,13100_100,1150_100,2,,,,,2284.213,Salinas de Cerrillos,IHA611004
9253,"14200_100,1150_100","1420_100,1150_100","1420,1150*",2,1,1,0,79.795000001527370,839522,14200_100,1150_100,2,,,,,79.857,Salinas de Cerrillos,IHA611004
135955,1150_100,1150_100,1150*,1,1,0,0,295.280000006988473,839654,1150_100,,1,,,,,295.510,Salinas de Cerrillos,IHA611004
163344,1520_12,1520_12,1520*,1,1,0,0,409.340000001561691,864420,1520_12,,1,,,,,409.664,Cola del Embalse del Negratín,IHA614010
518832,"62201_72,15101_25","1510_25,6220_72","1510*,6220*",2,2,0,0,346.470000005019813,847701,62201_72,15101_25,2,,,,,346.738,Saladar del Margen,IHA614009
164580,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,88.019999996504055,864347,1520_38,13101_10,2,,,,,88.088,Saladar del Margen,IHA614009
153892,14200_75,1420_75,"1420",1,0,1,0,1631.174999999999955,54369,14200_75,,1,,,,,1632.458,Charcones de Punta Entinas,IHA611001
528087,"62201_72,1520_38,1430_15,13101_5","6220_72,1430_15,1310_5,1520_38","6220*,1430,1310,1520*",4,2,2,0,177.565000000871947,868461,62201_72,1520_38,4,1430_15,13101_5,,,177.701,Saladar del Margen,IHA614009
156414,14200_84,1420_84,"1420",1,0,1,0,103.254999999188598,240454,14200_84,,1,,,,,103.336,Salinas de Cerrillos,IHA611004
172910,22600_25,2260_25,"2260",1,0,1,1,1667.519999999999982,270930,22600_25,,1,,,,,1668.819,Salinas de Cerrillos,IHA611004
355950,"62200_25,53306_12","6220_25,5330_12","6220*,5330",2,1,1,0,808.315000002914871,615404,62200_25,53306_12,2,,,,,808.950,Cañada de las Norias,IHA611005
154466,1520_38,1520_38,1520*,1,1,0,0,73.794999999600691,863791,1520_38,,1,,,,,73.852,Saladar del Margen,IHA614009
160572,1520_12,1520_12,1520*,1,1,0,0,296.470000002959239,863812,1520_12,,1,,,,,38.983,Cola del Embalse del Negratín,IHA614010
26732,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,130.195000001294545,863891,1520_38,13101_10,2,,,,,130.295,Saladar del Margen,IHA614009
164397,1520_38,1520_38,1520*,1,1,0,0,586.880000003600799,863993,1520_38,,1,,,,,587.330,Barranco del Agua,IHA614023
151514,1520_12,1520_12,1520*,1,1,0,0,510.784999998831154,864139,1520_12,,1,,,,,470.627,Saladar del Margen,IHA614009
24676,"1430_0,92D00_0","92D0_0,1430_0","92D0,1430",2,0,2,0,1902.654999999999973,11292,1430_0,92D00_0,2,,,,,1903.672,Río Antas,IHA611017
210176,40901_25,4090_25,"4090",1,0,1,0,5184.729999999999563,12231,40901_25,,1,,,,,5188.834,Cola del Embalse del Negratín,IHA614010
182656,31401_100,3140_100,"3140",1,0,1,0,296.850000001830608,13301,31401_100,,1,,,,,297.087,Albufera Nueva,IHA611008
164217,1520_38,1520_38,1520*,1,1,0,0,376.915000001174747,864236,1520_38,,1,,,,,377.205,Saladar del Margen,IHA614009
164571,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,77.970000001370209,864320,1520_38,13101_10,2,,,,,78.030,Saladar del Margen,IHA614009
160177,"1520_38,13101_10","1520_38,1310_10","1520*,1310",2,1,1,0,117.550000000651934,864271,1520_38,13101_10,2,,,,,117.640,Saladar del Margen,IHA614009
164221,1520_38,1520_38,1520*,1,1,0,0,53.115000000633302,864283,1520_38,,1,,,,,53.156,Saladar del Margen,IHA614009
163335,1520_12,1520_12,1520*,1,1,0,0,181.719999997839949,864326,1520_12,,1,,,,,181.864,Cola del Embalse del Negratín,IHA614010
785644,"92D00_100,14101_100,1520_38,14201_25","1520_38,1410_100,1420_25,92D0_100","1520*,1410,1420,92D0",4,1,3,0,178.445000001929003,864399,92D00_100,14101_100,4,1520_38,14201_25,,,178.582,Saladar del Margen,IHA614009
164563,"1520_38,13101_10","1310_10,1520_38","1310,1520*",2,1,1,0,84.624999999703149,864457,1520_38,13101_10,2,,,,,84.690,Saladar del Margen,IHA614009
164370,1520_38,1520_38,1520*,1,1,0,0,306.704999996435390,864590,1520_38,,1,,,,,250.607,Barranco del Agua,IHA614023
786052,"92D00_100,3250_20","3250_20,92D0_100","3250,92D0",2,0,2,0,10038.170000000000073,28895,92D00_100,3250_20,2,,,,,9249.399,Salinas de Cabo de Gata,IHA611009
2088,14200_50,1420_50,"1420",1,0,1,0,182.424999997543637,29430,14200_50,,1,,,,,182.567,Salinas de Cerrillos,IHA611004
164112,1520_38,1520_38,1520*,1,1,0,0,9730.329999999999927,864618,1520_38,,1,,,,,9738.032,Cola del Embalse del Negratín,IHA614010
164382,1520_38,1520_38,1520*,1,1,0,0,256.039999999259521,864639,1520_38,,1,,,,,256.236,Barranco del Agua,IHA614023
163554,"1520_12,13101_10","1310_10,1520_12","1310,1520*",2,1,1,0,147.154999998693825,864671,1520_12,13101_10,2,,,,,147.269,Saladar del Margen,IHA614009
86252,"62201_72,1520_38,1430_15","6220_72,1520_38,1430_15","6220*,1520*,1430",3,2,1,0,39511.040000000000873,864687,62201_72,1520_38,3,1430_15,,,,39541.253,Barranco del Agua,IHA614023
153922,14200_75,1420_75,"1420",1,0,1,0,12882.745000000000800,35545,14200_75,,1,,,,,12892.747,Salinas de Cerrillos,IHA611004
803375,"92D00_50,3250_5","3250_5,92D0_50","3250,92D0",2,0,2,0,2007.324999989999924,42430,92D00_50,3250_5,2,,,,,2008.408,Río Antas,IHA611017
150476,14200_25,1420_25,"1420",1,0,1,0,469.640000000205532,47692,14200_25,,1,,,,,470.010,Charcones de Punta Entinas,IHA611001
141410,"14101_100,13101_25","1410_100,1310_25","1410,1310",2,0,2,0,2193.505000000000109,47225,14101_100,13101_25,2,,,,,2195.232,Humedales de Baza,IHA614025
165106,2120_73,2120_73,"2120",1,0,1,1,3896.900000000000091,48712,2120_73,,1,,,,,317.381,Salinas de Cerrillos,IHA611004
169154,"2230_30,2210_30,14100_20,14200_5","1420_5,2210_30,1410_20,2230_30","1420,2210,1410,2230",4,0,4,2,4597.944999989999815,50058,2230_30,2210_30,4,14100_20,14200_5,,,4601.100,Salinas de Cabo de Gata,IHA611009
145523,14200_100,1420_100,"1420",1,0,1,0,818.155000006191017,56756,14200_100,,1,,,,,818.793,Salinas de Cerrillos,IHA611004
532696,"62201_72,1520_38,1430_15","1430_15,1520_38,6220_72","1430,1520*,6220*",3,2,1,0,137651.230000000010477,864798,62201_72,1520_38,3,1430_15,,,,137756.418,Barranco del Agua,IHA614023
532714,"62201_72,1520_38,1430_15","1430_15,1520_38,6220_72","1430,1520*,6220*",3,2,1,0,17890.490000000001601,870252,62201_72,1520_38,3,1430_15,,,,16941.267,Barranco del Agua,IHA614023
786140,"92D00_100,2230_70,2210_12","2230_70,2210_12,92D0_100","2230,2210,92D0",3,0,3,2,554.499999999522629,67743,92D00_100,2230_70,3,2210_12,,,,554.880,Salinas de Cabo de Gata,IHA611009
153542,14200_75,1420_75,"1420",1,0,1,0,188.039999991942892,75565,14200_75,,1,,,,,188.187,Salinas de Cerrillos,IHA611004
168355,2210_12,2210_12,"2210",1,0,1,1,559.124999997124405,75824,2210_12,,1,,,,,559.572,Albufera Nueva,IHA611008
138800,13100_100,1310_100,"1310",1,0,1,0,435.040000000691521,79965,13100_100,,1,,,,,435.377,Laguna de la Gravera,IHA611002
532760,"62201_72,1520_38,1430_15","1520_38,1430_15,6220_72","1520*,1430,6220*",3,2,1,0,91897.580000000001746,870175,62201_72,1520_38,3,1430_15,,,,6708.221,Saladar del Margen,IHA614009
801567,92D00_75,92D0_75,"92D0",1,0,1,0,942.530000002698443,87160,92D00_75,,1,,,,,943.261,Laguna de la Gravera,IHA611002
168347,2210_12,2210_12,"2210",1,0,1,1,14706.834999999999127,92669,2210_12,,1,,,,,14718.305,Salinas de Cerrillos,IHA611004
165105,2120_73,2120_73,"2120",1,0,1,1,692.265000005580873,94966,2120_73,,1,,,,,692.806,Salinas de Cerrillos,IHA611004
145740,14200_100,1420_100,"1420",1,0,1,0,5104.289999999999964,102504,14200_100,,1,,,,,5107.784,Salinas de Cabo de Gata,IHA611009
890,"62201_72,1520_38,15101_25","1510_25,6220_72,1520_38","1510*,6220*,1520*",3,3,0,0,2183566.665000000037253,872816,62201_72,1520_38,3,15101_25,,,,54382.299,Saladar del Margen,IHA614009
153914,14200_75,1420_75,"1420",1,0,1,0,871.854999998955805,151921,14200_75,,1,,,,,872.534,Salinas de Cerrillos,IHA611004
532669,"62201_72,1520_38,1430_15","1430_15,6220_72,1520_38","1430,6220*,1520*",3,2,1,0,94944.339999999996508,868827,62201_72,1520_38,3,1430_15,,,,42981.506,Saladar del Margen,IHA614009
532668,"62201_72,1520_38,1430_15","1520_38,6220_72,1430_15","1520*,6220*,1430",3,2,1,0,32399.750000000000000,865998,62201_72,1520_38,3,1430_15,,,,18391.115,Saladar del Margen,IHA614009
531499,"62201_72,1520_12,13101_5","1520_12,1310_5,6220_72","1520*,1310,6220*",3,2,1,0,176.319999999932435,866021,62201_72,1520_12,3,13101_5,,,,176.455,Barranco del Agua,IHA614023
168332,2210_12,2210_12,"2210",1,0,1,1,183.479999997916707,133836,2210_12,,1,,,,,183.625,Charcones de Punta Entinas,IHA611001
17558,14200_75,1420_75,"1420",1,0,1,0,70.579999999729921,135142,14200_75,,1,,,,,70.635,Charcones de Punta Entinas,IHA611001
531225,"62201_72,1520_12","6220_72,1520_12","6220*,1520*",2,2,0,0,54551.434999999997672,870305,62201_72,1520_12,2,,,,,54593.559,Saladar del Margen,IHA614009
137546,"1210_65,2230_50","1210_65,2230_50","1210,2230",2,0,2,1,501.394999999388233,139172,1210_65,2230_50,2,,,,,3.374,Charcones de Punta Entinas,IHA611001
145723,14200_100,1420_100,"1420",1,0,1,0,13368.620000000000800,145432,14200_100,,1,,,,,13379.094,Salinas de Cerrillos,IHA611004
160161,1430_75,1430_75,"1430",1,0,1,0,533.959999993982478,148716,1430_75,,1,,,,,534.328,Rambla Morales,IHA611003
532693,"62201_72,1520_38,1430_15","6220_72,1430_15,1520_38","6220*,1430,1520*",3,2,1,0,110527.675000000002910,866091,62201_72,1520_38,3,1430_15,,,,104133.548,Barranco del Agua,IHA614023
153904,14200_75,1420_75,"1420",1,0,1,0,50.174999998597194,155902,14200_75,,1,,,,,50.214,Salinas de Cerrillos,IHA611004
